"","X.3","X.2","X.1","X","votes.funny","votes.useful","votes.cool","user_id","review_id","stars","date","text","type","business_id","foodtype","howmany","avgrev","count12","count_bef","count14","count15","location","user_avg_asian","price","avgstar","isPA","isNC","isAZ","isNV","isWI","isQC","isburg","gdpcap","like","isasian","countreturnasian","goback","returnasian","is_bef","is2014","is2015","price_bef","avgstar_bef","price14","avgstar14","price15","avgstar15","numdate","porpreturn","diffstar","shock","price2","avgstar2","rating2"
"73",146,41,909696,909696,1,0,0,"hkbwjnY42LDloMV84Yoy5g","DcxtNWe86fwzS8n4RbkqjQ",5,"2013-08-05","I never had Ethiopian food before, so Tana's was my first time. To be honest, I didn't know what to expect when I first came in, but the waiter was so friendly and helpful. He gave us a brief explanation of the menu and gladly answered all of our questions, despite how clueless we all sounded. 

I came with a party of 3 and we ordered a sample platter with beets, chicken, split peas and mixed vegetables with beef. Our meal was served on this spongy bread that you eat with the food and serves as the plate to hold the food. There are a lot of vegetarian options as well. My favorite was the mushed split peas. It looked the least appetizing, but had such unique spices that I was hooked after the first taste. 

I definitely recommend this place if you are an adventurous eater who would like to try something different. I never had Ethiopian food before, but after trying Tana's, I am now a huge fan!","review","OsSzOLKcTbL00f2TQb12cQ","Ethiopian",99,3.53535353535354,0,1,7,9,"PA",3,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,4,2,3.42857142857143,1.55555555555556,3.61111111111111,15922,0,2,1,0,0,0
"74",147,41,1148176,1148176,0,2,2,"_r8vGOF3c-ogwC_WgKQtIQ","BODbF2czUObRh-FU9sJYnw",4,"2009-06-20","This place is pretty cute, good happy hour prices (4-7, 9-close), and tasty food. I had never had vietnamese before, and I was pleasantly surprised. The wait staff is a bit annoying (they kept coming to the table every 2-3 minutes or so), but other than that, definitely a good find.

The only weird thing is if you sit in the back area of the restaurant on the right, you look into a grocery store with bright lights and shoppers...it's a bit odd for a nicely appointed little restaurant.","review","JLnK5f6Y-YFWI2N2DBrKXw","Vietnamese",16,3.875,0,1,0,0,"AZ",2,2,4,0,0,1,0,0,0,0,0.7,1,1,4,0,1,1,0,0,2,4,0,0,1.64414414414414,3.5213447171825,14415,0.25,2,1,0,0,0
"75",151,43,1190868,1190868,0,1,0,"6QhWTugzBJ3cdv2N4WZcSA","ARisRmTdGknUM18mXtvJTA",4,"2012-05-15","I had never had Vietnamese food before, so I was excited to try something. Our server wasn't going to be any help with suggestions, she said it was her first day and she seemed awfully clueless. We asked her about the bubble tea and she had no idea what I was talking about. So we just picked something and tried it, pork and vermicelli. It was really tasty. 

I also ordered bubble tea, the honeydew flavor, and my husband got the Japanese green tea. They have a real bubble tea machine, with the sealer and everything. The bubbles are the perfect consistency, easy to chew without being chewy and a tad sweet. Both teas tasted great. The only strange thing is that you have to go to the takeout side of the restaurant to order your bubble tea. They really ought to just have that available for order if you are sitting down to eat as well.

Would love to try it again.","review","2EEmhVhG5SCt8dEo5zf-Hg","Vietnamese",49,3.6734693877551,0,8,2,1,"PA",3.5,1,3.5,1,0,0,0,0,0,0,0,1,1,10,1,1,1,1,1,0,3.4375,0,3.75,1,4,15475,0.204081632653061,0.5,1,1,3.5,2
"76",152,43,1380086,1380086,0,0,0,"HztfDTPa_aRrFDEtPhrDNw","OejumO_4o-ny85AEXCchPA",3,"2014-03-07","First time eating Korean BBQ. Flavors were good. Meat quality poor. Discovered some korean side dishes: love the seaweed salad and brocoli stir fry. Dislike kimchee of epic proportions. The mayo noodle salad clearly needs more flavors, the texture is great. Large portions at a great price. Wish they would have a tasting menu, since trying new cuisines can be confusing. Wait staff was excellent at recommendations and were very attentive. If there was an upscale Korean Barbeque place I would try it again. The low quality meat makes me not want to reorder meat dishes. We tried crispy pork belly, Korean BBQ, corn cheese, dumplings all ok just missing a little finess to bring it to the next level.","review","G6mZKMiDqHDgH92IOg9QhQ","Korean",23,2.73913043478261,0,1,5,1,"NV",4,2,4,0,0,0,1,0,0,0,1.3,0,1,5,0,1,1,1,1,3,3.5,1.8,3.8,2,4,16136,0.217391304347826,-1,0,0,0,0
"77",154,44,909723,909723,1,0,1,"68vjXoLMogT5p1jb8enlVQ","-efzDg6muo17dP88JYD0gQ",3,"2015-02-12","I grudgingly went here with my +1 and his (we'll say ""eccentric"") family. It's a cute place, very friendly. A bit empty. 

We all ordered something different, split--it comes on a giant shared platter--what I could decipher, ate all the Sambusa, even had my doro tibs (chicken of some sort) eaten on the injera/flatbread.  I felt a little adventurous, to be honest.  Unfortunately, it was just okay though.
I have never had Ethiopian food before so it is really possible that I just don't REALLY enjoy the cuisine in the same way I would love something more common like Thai or Indian.  I am also very particular.  It's not you, it's me.

I will say I did not dislike anything.  The booze selection was decent, and the plum wine I ordered was awesome.  The staff was great and really helped our little American brains understand what we wanted.  I probably won't go back on my own whim, which I hate since it is a block from home.  But I'm glad it's there.  Even if I am not crazy about it, it does add something to the area.","review","OsSzOLKcTbL00f2TQb12cQ","Ethiopian",36,3.88888888888889,0,1,1,2,"PA",5,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,4,2,4,16478,0,-2,0,0,0,0
"78",156,45,909149,909149,5,6,3,"oy6fdscGSXY2gzRqF9pZxg","XC8sWjQklKBLqz7uIzwsqA",4,"2010-08-05","Thanks Yelpers, for another great restaurant recommendation! The BF and I went last night and really enjoyed our dinner. First of all, the service was excellent, everyone was so kind and attentive. 

I've only been to Indian restaurants a handful of times and each of those times was with ""experienced"" Indian restaurant-goers, so I was a little intimidated to be in charge of ordering (my bf has never had Indian food before). To be safe, I ordered the ""classics"": Lamb masala, palak paneer (spinach and tofu), and daal makhni (lentils)... they were all delicious! The masala was probably our favorite. The rice and naan (we got the garlic) were both great with our saucy dishes. Bf had the Himalayan beer (nice a light) and I had the strawberry lassi. I love the sweet, yogurty tartness of it with the flavorful spiciness of the dishes. 

My boyfriend also tried the ""Red Chili Pickles"" that were advertised at the table. His order was met with raised eyebrows and an ""are you sure?"" by our server. What we got were not even remotely close to what we know to be pickles... my best guess is maybe some type of bean curd wrapped in chili skin. It was more salty than spicy (hence the pickle name?). We asked our server what it was and he said he had no idea and had never had it before. Ha! They seemed very impressed that my bf ate the ""pickles"". 

I've successfully introduced and converted my boyfriend into an Indian food lover. We'll definitely be going back!","review","xEg0-xrQywU5K-WQO7cy0w","Indian",73,4.05479452054795,0,1,0,0,"AZ",4,2,4,0,0,1,0,0,0,0,0.7,1,1,5,0,1,1,0,0,2,4,0,0,1.64414414414414,3.5213447171825,14826,0.0684931506849315,0,0,0,0,0
"79",157,45,918455,918455,0,1,1,"-K3ZjROK0ml2P-Rk7ttHzA","lcIfKnuJyFRE6DTsLN9mfg",4,"2010-08-16","This was my first time trying Ethiopian food, balancing out the service, ambiance, and the food, I'll give it 3 stars. 

When we just walked in, we weren't greeted by anybody. There was a very strong aroma of some sort of incense that clouded the room. It was pretty overpowering.  We saw some lady sitting in the corner of the room staring at us. We assumed she was a customer since she didn't say anything, but eventually she got up and we asked her if we could sit anywhere, she said yes. We sat down and she brought us one menu for the both of us, which was a little awkward trying to read from two different sides of the table.

 There were a lot of plates on the menu, but since we never had Ethiopian before we didn't know what to get. We opted for the #16, which was the sauteed beef strips for $10.99. We decided to share since we weren't sure about their portions. Good thing we did that, cuz their plate was humungo. 

 For our drinks we ordered coke ($1.50) and tea ($1.50). I was kind of expecting the tea to be something different, but when she brought it to me she just gave me a glass with hot water and a Lipton tea bag on the side.  My boyfriend just got a can of coke with a straw. 

Our food came and it looked like fajitas and salad on top of a giant crepe. She also gave us a basket of more crepe looking things (sorry I never found out the name). He ate a little piece of it on it's own and he didn't like it, it had a salty vinegar taste to it. Surprisingly it actually tasted pretty good when wrapped around a piece of meat and salad. 

I enjoyed being able to eat with my hands and not be stared at, but I think it would be nice if they provided some sort of wet towelette to wipe our hands with. 

All in all this was a pretty good experience for us. Ethiopian isn't my favorite type of food, but I'm happy I can say that I tried it. I've actually had a few people tell me that this is one of the most authentic Ethiopian places in Vegas. 

4 for the food, 3 for the service and ambiance. I can't give half stars so they get a 4:]","review","6Oh_zSwy3ec-ThAqHqGj9A","Ethiopian",247,3.63967611336032,0,8,1,0,"NV",3.125,2,3.5,0,0,0,1,0,0,0,1.3,1,0,0,0,0,1,1,0,2,3.5,2,4,1.64414414414414,3.5213447171825,14837,0,0.875,1,0,0,0
"80",158,45,1190923,1190923,2,2,1,"2Az24juAhTJtmlqr5UWXSQ","wiOcgT7s_80-sFslqMmFgA",4,"2015-06-11","After reading all of the reviews on here I wanted to try this place for myself.  I consider myself pretty adventurous when it comes to food and I'll try just about anything once, so it surprised me when I realized that I had never had Vietnamese cuisine before.
 
Upon reviewing the menu, I was very thankful that they include descriptions of the dishes under each entrée. I settled on the Bun Cha Thit Nuong  which was described as having charbroiled pork with bean sprouts, lettuce, herb, cucumber & peanuts on vermicelli with a crispy spring roll.  Grilled Pork and veggies; how could you go wrong?  About five minutes later I had my ""Bun Cha"" in front of me.  Here's where I discovered my ignorance.... I swirled my chop stick around the noodles ensuring to include a nice piece of pork  and when I tasted it I found, to my surprise, that it was cold.  Very tasty mind you but cold.  I'm at least proud of the fact that instead of immediately calling the nice lady who waited on me over, I had the good sense to Google what it was that I was eating.
 
It turns out that Wikipedia described my dish exactly how it was served to me: ""Bún tht nng (literally means ""rice noodles [with] grilled meat"") is a popular Vietnamese cold rice vermicelli noodle dish topped with grilled pork, fresh herbs like basil and mint, fresh salad and bean sprouts, and ch giò (spring rolls)."" Yes, the good folks at Vietnam's Pho do indeed serve up authentic dishes. Although it wasn't what I expected at first, I did find the meal very enjoyable and I look forward to coming back and trying other Vietnamese cuisine here.","review","2EEmhVhG5SCt8dEo5zf-Hg","Vietnamese",6,4,0,10,0,12,"PA",3.6,1,3.5,1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,1.9,3.55,0,0,1.83333333333333,3.54166666666667,16597,0.333333333333333,0.4,1,0,0,0
"81",160,46,909165,909165,0,0,0,"IhcTLLWKS6ZiNyIX9oQQPQ","t6bQFcS2HeWd6ljhfUQW3g",4,"2011-06-03","I have never had Indian food so I can't say it is as good as it gets.  I did get the pleasure of eating lunch and sampling the buffet.  I tried many different items and they all were so good.  I love how the sauces (gravies)? are so complex and there are so many different flavors going on at once.  The iced tea was really good too.  I will love coming to visit this place again.  So yum!","review","xEg0-xrQywU5K-WQO7cy0w","Indian",155,4.31612903225806,0,5,4,0,"AZ",3.4,2,4,0,0,1,0,0,0,0,0.7,1,1,13,0,1,1,1,0,1.4,3.1,1.75,4.125,1.64414414414414,3.5213447171825,15128,0.0838709677419355,0.6,1,0,0,0
"82",161,46,1203695,1203695,5,13,10,"4ozupHULqGyO42s3zNUzOQ","ga9LnekjBp1JaTs1vda1tg",4,"2011-06-19","For a year, I passed by Pho Thanh every day on my way to work. For a year, I never thought once to step inside. For a year, I had no idea how much I was missing out! 

This visit was a visit of firsts. My first time at this restaurant and my first time eating Vietnamese food. Both were spectacular! This restaurant isn't much to look at on the outside, but it's got everything it needs on the inside including friendly staff, cheap prices and delicious dishes. 

I will admit that the menu is completely overwhelming for a newbie like me. I had no idea what I wanted, but luckily I was dining with pros so they guided me in the right direction. I started with the spring rolls and opted for a pork bun. The spring rolls were really refreshing and I enjoyed the peanut sauce to accompany it. I wasn't a huge fan of the basil and/or cilantro that came inside, so next time I would ask for them to leave the herbs out. The bun was delicious and huge! I snuck some of my remaining peanut sauce in there and poured in the sauce that came with it. I had no idea that it was fish sauce but I'm glad I didn't because I gave it a chance and really liked it! The bun had pork, noodles and eggs rolls. I only ate about half of it and was completely stuffed but not in a bad way. It was the perfect amount of food with the right spices and heartiness. As I enjoyed my meal and company, I looked around and noticed how crowded this place gets with every walk of life!

Guess how much my bill was for spring rolls, bun and a diet coke? Around $8-$10. I'm serious! For the price alone, I will return, but for the food and friendly service, I will return sooner.","review","yVQiGdxmnrkJDyQXv2maNA","Vietnamese",516,4.35658914728682,0,3,1,1,"AZ",3.66666666666667,1,4,0,0,1,0,0,0,0,0.7,1,1,15,1,1,1,1,1,2,3.5,2,4,2,3.5,15144,0.0290697674418605,0.333333333333333,1,1,4,4
"83",162,47,786718,786718,0,2,1,"GrTuo86QyXkQszFDyijsQw","YAdBKYhH5wtm_-49MOJA0g",4,"2014-08-27","Very good food. Good service and very friendly people. I never had Thai food and this place was very yummy.","review","l3L25Yg_8E11tsS2D8ml-g","Thai",16,3,0,2,6,1,"NV",3,1,4.5,0,0,0,1,0,0,0,1.3,1,1,5,0,1,1,1,1,1,3.75,1.16666666666667,3.83333333333333,2,3.5,16309,0.3125,1,1,0,0,0
"84",165,48,953320,953320,0,0,0,"7h5nixygijGdRfapqorBuQ","sR9_75d9kBR5LqHK0h2Jbw",5,"2011-06-13","I came one day for the lunch buffet as it was my first time eating indian food. Lunch is buffet only. The food was very good and fresh. I highly enjoyed the multiple dishes I had. Would def. go back/again.","review","1alcD9lDjwxDIcGaUh9oCw","Indian",8,4.375,0,0,0,0,"WI",3.5213447171825,2,4,0,0,0,0,1,0,0,0.3,1,1,3,0,1,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15138,0.375,1.4786552828175,1,0,0,0
"85",166,48,1493237,1493237,0,0,0,"wC1CPV5bf--bDLtlhNSPLg","TC_h5i6JDf-lpkYS2fSwaA",4,"2011-02-04","Well, I've been wanting to try this place for quite awhile, since I work nearby. Finally I stopped in for lunch yesterday. I have never had Korean food before, but decided to try something totally new to me. Unfortunately, I wasnt a fan. Not because it was done wrong or anything, it just wasnt my taste. I had the Bi Bim Bab and didnt know the egg would have a runny yolk (one of my most despised things in the universe!!!) My co-worker ordered the chicken terryaki bento box and I was totally jealous. The chicken was really good, and it came with salad, soup, california rolls and potstickers for only $6.95!  I'm totally getting that next time. Even though I didnt love my entree, I did like the place and the staff and will definitely be back for sushi and other menu offerings. Its fast, friendly, cheap and clean, and in a great location too!","review","nKrK1aK2uWtL57Q3ShH6Hg","Korean",58,4.18965517241379,0,20,0,0,"AZ",4.1,2,4,0,0,1,0,0,0,0,0.7,1,1,8,1,1,1,0,0,1.75,3.65,0,0,1.64414414414414,3.5213447171825,15009,0.137931034482759,-0.0999999999999996,0,2,4,5
"86",168,49,1424076,1424076,1,1,1,"mQPKJCeKAr37kfcc4i4JfQ","nVxLGlPoIMArLaFY1qLScA",4,"2015-07-24","Great place.
Quick, efficient, cheap and quite good. 

I've never had Vietnamese Bahn Mi so I don't have a reference point. I will say that their vegetarian sub with tofu, carrots and mushrooms was incredible. Flavourful, not too dry and grilled to the right temperature. 

The service was really quick and polite. 

If you're looking for a quick lunch - this is your place.","review","Oz0agVuMzxkb4FOZAgetRQ","Vietnamese",24,3.91666666666667,0,9,1,12,"QC",3.55555555555556,1,4,0,0,0,0,0,1,0,1.45,1,1,5,0,1,1,1,1,1.77777777777778,3.83333333333333,2,3.5,1.58333333333333,4,16640,0.208333333333333,0.444444444444445,1,0,0,0
"87",169,50,973979,973979,0,0,0,"x8y1nxyvDJ7fOySblW8mww","2etqpNWMROZC75VZ9P_7fg",3,"2011-08-27","I enjoyed my trip to The Dhaba.  I have never eaten Indian food before so my wife wanted me to try it, because she loves it so much.  We ordered a veggie platter, which was amazing.  The fried onion treats were exceptional.  The chicken tikka masala was also very good.  

Unfortunately the lamb boti kabab was very disappointing.  It was so dry and tasteless, no joke it was like boot leather.  I even asked the waitress if it was supposed to be that dry and she said, ""everything here is well done,"" but quite honestly that was a disgrace.  Lamb should be moist and delicious this was like steak that you get at Denny's at 2:30am.

As a side note there gulab jamun was breath taking.  I'm not a desert guy but I would suggest this to anyone try.

The Dhaba is on http://www.restaurant.com/ so you can get a great discount and I would give the green light to try it just don't order the lamb.","review","8MKeIqMlo6gTqBqXC0sj3A","Indian",84,3.33333333333333,0,2,7,1,"AZ",3,2,4,0,0,1,0,0,0,0,0.7,0,1,17,1,1,1,1,1,2,4,1.71428571428571,3.35714285714286,1,2.5,15213,0.202380952380952,0,0,2,4,4
"88",171,50,1533966,1533966,0,0,1,"4wjX3RNB08tMWBO8ywrmuw","_exH-1Bqxn8rLuqaNvoamA",5,"2015-08-24","First time eating Korean, its a full on Korean run, Korean place. Traditional food and amazing. I definitely recommend this place. They have pictures of their food too.","review","rad3s5u3uNco7mZXQ-arOg","Korean",2,5,0,0,0,1,"NV",3.5213447171825,2,4,0,0,0,1,0,0,0,1.3,1,1,1,0,1,0,0,1,0,0,0,0,2,4,16671,0.5,1.4786552828175,1,0,0,0
"89",172,51,1463150,1463150,0,0,0,"I2sRZAN-pAq7VLRhFvFPCw","sLuNc5aB7y8TDWbZSFvnYw",4,"2012-11-25","On our last night in Vegas, before driving home, the Boyfriend and I were trying to decide where to eat.  We were tired and hungry and sitting in the hallway to the parking lot of Paris.  We turned around and saw a poster for SEA directly above our heads.  Something in my mind clicked and I realized that this was the sister restaurant for SEA in New York which was featured in Sex & the City but also, more importantly, for one of my favorite scenes in one of my favorite movies of all time: Garden State.  ""umm...we're a Vietnamese restaurant?  We don't serve bread?""  ""Can I get something to chew on?  F***, bamboo.  Whatever.""

So it was decided that we would go to SEA for our final meal that weekend in Vegas.

I'd never had Vietnamese food before, so I stuck to my old standby, shrimp red curry and sticky rice, from the Thai said of the restaurant.  The shrimp was well cooked and the curry flavorful.  BF went for a Vietnamese noodle dish with steak.  Mine was very very good, however, the Vietnamese dish was outstanding.  I totally wished I'd gotten the same thing.  The noodles were delicate and the steak supremely flavorful and tender.

The atmosphere is great--I absolutely love sitting along the water, facing the statue.  I thought I would just explode quoting Garden State throughout dinner.  My one issue was that the lighting was dim and pleasant, but that there was no curtain separating the glaring kitchen lights from the rest of the eating area, some what taking away the dream light atmosphere.

Best of all, it didn't totally break the bank and was a truly delicious and memorable meal.  I love finding places like this along the strip!","review","_Q4VSHSr8ryAOfmsd9g6yA","Vietnamese",3,4.33333333333333,0,2,0,0,"NV",5,2,3.5,0,0,0,1,0,0,0,1.3,1,1,1,0,1,1,0,0,2,3.75,0,0,1.64414414414414,3.5213447171825,15669,0.333333333333333,-1,0,0,0,0
"90",175,53,1161203,1161203,0,0,0,"R7ODcLGMYEsuUUMy3WOrnQ","G_7giyVmxOCugLER4z6VQw",3,"2015-07-26","Were at Asmara on an evening when they were readying for a big Ethiopian baptismal party, so we were the only diners in the restaurant.  While we waited, they blew up balloons and finished decorating for the party.  Tables and chairs were pushed back and the place was not inviting at that point.  We were going to leave, and they said no, we were welcome to have dinner.  We ordered a lamb dish and a meat combination platter, which we enjoyed very much, but it was much too much food to finish.  Had never eaten Ethiopian food before, but we are foodies, so it was a pleasant experience.  We were offered forks, but we wanted to eat the traditional way, which we did.  Servers weren't well versed in English, but we were able to communicate enough to get what we wanted.  Owner or manager came over at the end and spoke to us appreciating that we stayed for dinner.  We got our leftovers boxed, but it was all dumped into the box with the injera bread around it, so the next day, when we opened it, it was a mushy mess, so it just got dumped.  Too bad!  Might try Asmara again when it is put back together for regular dining.","review","RSBdMDQF1nYBj7NTUCdxHw","Ethiopian",4,2.75,0,7,0,3,"NV",3.28571428571429,1,4,0,0,0,1,0,0,0,1.3,0,0,0,0,0,1,0,1,1.57142857142857,3.71428571428571,0,0,1.66666666666667,4,16642,0,-0.285714285714286,0,0,0,0
"91",178,54,979014,979014,0,1,1,"6ZXbTu3isjKoD42_iKOhqA","2ktGFIDV-1Qm8HEfHnZG6w",4,"2011-06-21","My daughter and I went there on Saturday night.  The place wasn't very busy, only one other table taken.  We sat down and were immediately greeted by the waitress.  She was very helpful, explained the menu to me, and was also very patient as I had never had Indian food before.  My daughter and I both got a chicken dish, Chicken Tikki Masala and Tandoori Chicken  Megan's was a boneless chicken and mine had bones in.  Both were pretty spicy, which surprised me, didn't really expect that, but what did I know, it was all new to me.  They were both very good, and I did enjoy them.  We also got rice and naan, which was ok, and she brought us out some sauces, the best being the Mint Chutney.  That one little sauce was my favorite thing out of the whole meal.  I would spread it on toast and eat it if I could!  

All in all, I really enjoyed this place.  If we are in the neighborhood I would definitely drop in again, not only for the food, but for the fantastic service.  The service, if I could rate it separately, would get a 5plus in my book!","review","wjdliX7p3uNZJSSiwB737w","Indian",83,3.24096385542169,0,1,0,0,"AZ",5,2,4,0,0,1,0,0,0,0,0.7,1,1,3,1,1,1,0,0,2,3.5,0,0,1.64414414414414,3.5213447171825,15146,0.036144578313253,-1,0,2,3.5,5
"92",180,55,1681496,1681496,2,4,2,"lIE7MKARYRqgY1QOGqFvIQ","zcsM28jRUbGPFv58WwcEZw",4,"2012-11-04","I've never had ethiopian before, but my man has, and said, ""hey!  you'll like it!  let's go!""....and so we did.  i'm all about expanding my cultural horizons and thinking outside of the applebee's box.  :)

I must say i was impressed.  We had all 3 of the appetizers, Timatim Firfir, which is a mix of tomatoes, onions, jalapenos, olive oil and lemon juice, and injera diced up and all mixed together....you can also request this without the injera in it, which i liked better!

We had the avocado salad, which comes looking like a giant injera burrito.  It was excellent, and triangle pastries filled with a spice beef mixture and a side of spice green stuff to dip it in.  It was a little more spice than i can handle, but i will admit, i am a spice WEENIE!  However all the food is made to order, so they were very willing to make things more or less spicy for us, upon request, which is SUPER helpful.

For the entree we had the Queen Sheeba Special, which was cubed bits of beef in a very nice, tasty sauce, with jalapenos (which were not overly spicy) tomatoes and onions.  You have the choice of having it with injera or rice and we opted for rice since we had plenty of injera with our salad burrito looking things.

We ended our meal with ethiopian coffee, which reminded both of us of the flavor of trukish coffee, which we find to be very good.

This place is not only a restaurant but also a bar.  We were here on a sunday afternoon, but you could tell they had a dance floor and a stage for bands, and a big screen to play videos on.  i'm sure this place is a jammin' when it's party night.

The guy working was very nice and helpful, and was very accomodating.  The only ""downside"" is the location.  It's not in the best part of town, however i never felt unsafe, but just always be mindful of where you are.  :)","review","sOsRiemCb1f_FdwjOVHl9w","Ethiopian",13,4.61538461538461,0,2,0,0,"NC",5,2,3.5,0,1,0,0,0,0,0,1.1,1,0,2,1,1,1,0,0,2.5,4,0,0,1.64414414414414,3.5213447171825,15648,0.153846153846154,-1,0,0,0,0
"93",182,56,1681505,1681505,0,0,0,"vxcEH1lZVVzyE0NgJEEpQg","0g93edItycnWZsdsHvUxqw",4,"2013-10-13","Sections of Central Avenue in East Charlotte are fertile grounds for an incredibly rich selection of ethnic restaurants. This area has been changing for years and its development is, for me, one of the things that make Charlotte a more interesting place to be. Queen Sheba is one of these eateries, recommended by a friend. My daughter and ""go to"" restaurant companion drove out of our way to try what we knew was going to be something different. I used to do business in the Middle East and Northern Africa so past experience with this region's cuisine gave me some idea of what to expect - some kind of flat bread, no utensils, lots of fragrant spice though not too much heat - but I had never eaten Ethiopian food so we were excited. 

We got there way early around 5:30 and the place was empty except for a few obvious regulars collecting empty Corona bottles at the bar. I know in Egypt dinner doesn't even begin until well after 10:00 pm so I expect the place livens up later. The décor is pretty plain and simple, with a large screen TV playing whatever soccer game is on, plastic covers on the tables and low lighting. Our server however could not have been more gracious and welcoming and allowed us to pick a booth that suited us.

Injera, as far as I can tell, is some sort of sour dough pancake, very spongy and in this case it was served cold with all of our dishes. As I said, there are no utensils so this flat bread is an important aid to scooping up the various stewed puréed and chopped dishes put before you. The taste of the Injera is slightly sour and provides a terrific counterpoint to the spicy dishes with which it is served. We started with an avocado salad which turned out to be a delicious chunky guacamole in an Injera burrito. The ingredients were fresh and the serving large. Two of us shared it as a really good appetizer. The beef combination was served on a large circle of Injera on an aluminum platter about 2 feet across and consisted of raw chopped beef, sautéed  beef tips, collard greens, green beans, a pumpkin purée, mashed yams and feta cheese crumbles. It was plenty for two but my companion wanted to try the lamb so she ordered Ye-Beg Tibs which were small bits of lamb sautéed with onions and mild peppers along with a small green salad and served on a large round of Injera. 

Everything we were served was very good. This was especially true of the avocado salad and the vegetables. Flavors of the main ingredient were allowed to take a front seat and while I am sure that it was pumpkin or winter squash that I was eating and some sort of yam, the flavors were completely new to me. The collard greens served as a clear reminder of the African roots of some Southern US staples.

We would definitely go back. The combination platters are quite enough for two, especially if you split an appetizer and want to leave room for dessert which we did not try. Prices are very reasonable and the family setting is very welcoming.","review","sOsRiemCb1f_FdwjOVHl9w","Ethiopian",3,3.66666666666667,0,0,0,0,"NC",3.5213447171825,2,3.5,0,1,0,0,0,0,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15991,0,0.478655282817503,1,0,0,0
"94",184,56,1858375,1858375,0,1,0,"_zE-GfJPUzZnbPqySUEABg","0XHjedJoOWN5OCQx8xNaAQ",4,"2015-03-18","For our kids, this was their first time eating Korean BBQ, and I don't think we could have picked a better place for it. It's well off the strip, and consequently lacks the pretension of many of the more central eateries, which was very welcome.

We picked from then menu rather than going for one of their set menus, but everything was delicious. The meats were all tasty, well-seasoned and mouthwatering. The cheese fondue was surprisingly good for its simplicity and worked better than we expected. The Bibimbap was also tasty, although the presence of my children meant I had to choose a less spicy option than I would normally.

The Korean side dishes were great, although the refills of Kimchi we asked for never materialised. In fact, the slightly chaotic and inattentive service was the only thing that prevents me giving the place the full five.","review","iUPJmJvHy9fVfRxsuwwdLQ","Korean",1,4,0,0,0,1,"NV",3.5213447171825,2,4.5,0,0,0,1,0,0,0,1.3,1,1,1,0,1,0,0,1,0,0,0,0,2,4.5,16512,1,0.478655282817503,1,0,0,0
"95",188,58,1799014,1799014,2,1,2,"_p8mq-6elhmcLCt2i27xNQ","rADwhp0k7BSPFttGi46tvA",4,"2013-06-25","Delicious food! The waitress was beyond nice and even demonstrated how to eat the food. It was my first time eating Ethiopian food, and I wish I had watched a YouTube tutorial on how to properly eat the food. It's difficult! (Really. Go find a tutorial before you try this). 

Will definitely be going back here!","review","1udzLbeQxmLTbOtgyVP0kQ","Ethiopian",12,3.58333333333333,0,0,0,0,"AZ",3.5213447171825,1,4,0,0,1,0,0,0,0,0.7,1,0,0,0,0,0,0,0,0,0,0,0,1.64414414414414,3.5213447171825,15881,0,0.478655282817503,1,0,0,0
"96",193,59,1859526,1859526,2,3,4,"bAQ7KDyQdaf7ihO6dW79Xg","vuj4hVey_RY4xgitrn747w",4,"2015-11-21","We arrived and were promptly seated and given menus. We decided on the Meat Lovers but substituted spicy garlic edamame for the seaweed salad that was standard. Our sides arrived quickly.  I noticed that we were the minority and the clientele was primarily Asian so I took that as a good sign.  

Having never had Korean BBQ before it would have been nice to get some instruction on what to do with everything. As an example, we cooked our meat on the sides instead of in the middle and it kept sticking to the grill. When there was just a little meat left on one plate, the server placed it on the grill for us and that's when we realized our placement error. 
Another thing that might be helpful is some type of labeling on all of the different items so we would know what we were eating.  
Everything we had was delicious.  I think the standout for me with regards to main dishes was the marinated pork.  All the appetizers were amazing.  The miso soup was so rich and flavorful.  The dressing on the salad was delicious and just the right amount of sweet.  The chili dumplings had a really tasty sauce and I thoroughly enjoyed the spicy garlic edamame.  
We discovered why they have so many reviews, too! Free dessert for posting a review.
Overall, I really enjoyed my experience and would like to try it again, maybe someplace else to see if the experience is the same.","review","iUPJmJvHy9fVfRxsuwwdLQ","Korean",1,4,0,1,0,1,"NV",5,2,4.5,0,0,0,1,0,0,0,1.3,1,1,1,0,1,1,0,1,2,3,0,0,2,4.5,16760,1,-1,0,0,0,0
